STATION_NAME,YEAR,MONTH,DAY,PRCP,SNOW,TMAX,TMIN
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,20,0,0,22,-56
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,21,0,0,-17,-83
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,22,0,0,17,-83
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,23,0,0,72,-67
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,24,36,3,33,0
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,25,0,0,44,-22
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,26,0,0,56,-44
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,27,0,0,72,-56
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,28,0,0,67,-33
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,29,0,0,67,-67
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,11,30,170,8,39,6
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,1,107,69,6,-61
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,2,0,0,17,-61
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,3,23,25,33,-67
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,4,0,0,-56,-111
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,5,0,0,-50,-139
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,6,5,53,0,-106
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,7,0,0,-67,-156
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,8,5,0,33,-89
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,9,373,66,33,-39
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,10,0,0,-17,-78
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,11,0,0,0,-83
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,12,0,0,-61,-117
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,13,48,0,39,-72
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,14,46,0,100,-6
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,15,18,3,-6,-150
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,16,79,122,-56,-144
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,17,0,0,-67,-144
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,18,15,8,-50,-161
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,19,150,61,0,-56
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,20,13,36,-6,-83
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,21,0,3,-89,-211
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,22,0,0,-139,-200
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,23,69,97,11,-139
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,24,46,10,11,-144
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,25,0,0,-44,-178
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,26,23,0,111,-44
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,27,442,0,161,0
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,28,0,0,0,-44
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,29,0,0,61,-17
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,30,5,5,44,-44
CHICAGO OHARE INTERNATIONAL AIRPORT IL US,2008,12,31,0,0,-44,-117
